Accepted scientific name of species ,Common.Name,Vernacular.Name,Growth.Habit,Duration,Group,Source
Melilotus indicus (L.) All.,Indian Sweet Clover,"Ban methi, Morila, Senji methi (hin); Ran methi (mar); Ban methi (ben); Ban methi (asm); Vanamethika (san); Methi ghans (npi)",Herb,Annual,Dicot,TRY;NRCS
Melinis minutiflora P.Beauv.,Molasses Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Melinis repens (Willd.) Zizka,Natal Grass,"Thoovalpullu (mal); Chota-Kaglu, Kondas (mar)",Graminoid,Annual;Perennial,Monocot,TRY;NRCS
Melochia corchorifolia L.,Chocolate Weed,"Tikiokra, Bilpat, chitrabeej (hin); Lahan methuri (mar); Punnakkukkirai (tam); Ketam (mal); Ganugapindikura (tel); Bettadatutti mara (kan); Bon-pat, Tikiokra (ben); Dasokerotan (ori); Ban Paate, Patuwaa Jhaar, Phuli Jhaar (npi)",Herb,Annual,Dicot,NRCS
Melochia nodiflora Sw.,Hornbeam Leaved Melochia,,Shrub,Perennial,Dicot,NRCS
Melochia pyramidata L.,Pyramid Flower,Veppulari (mar),Herb;Shrub,Annual;Perennial,Dicot,NRCS
Mentha aquatica L.,Water Mint,,Herb,Perennial,Dicot,NRCS
Mentha arvensis L.,Field Mint,"Podina (asm); Ban pudina (hin);  Pudina, Chatni maruga (kan); putina, puttina, puttityana (mal); Nungshi-hidak (mni); pudina (mar); pudina (ben); pudina (lus); pudina (san); iyeccirkirai, kumarakamuli (tam); igaenglikoora, igaenglikura (tel); podina (urd) ",Herb,Perennial,Dicot,TRY;NRCS
Mentha spicata L.,"Spearmint, Garden mint, Lamb mint","Pahari Pudina (hin); Pudinaa, Baabaree, Patinaa (npi) ",Herb,Perennial,Dicot,NRCS
Meriandra dianthera (Roth ex Roem. & Schult.) Briq.,Bengal Sage And Bengal Salvia,,Herb,Perennial,Dicot,FPI
Merremia aegyptia (L.) Urb.,Egyptian Woodrose,Mochukkodi (tam),Herb;Vine,Perennial,Dicot,TRY;NRCS
Merremia dissecta (Jacq.) Hallier f.,Alamo Vine,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Merremia gangetica Cufod.,Kidney Leaf Morning Glory,Musakani (hin); Undirkani (mar); Elikkadhu-keerai (tam); Elikajemudu (tel),Herb,Perennial,Dicot,IBP
Merremia peltata (L.) Merr.,,,Vine,Perennial,Dicot,NRCS
Merremia quinata (R.Br.) Ooststr.,"Five-Leaf Morning Glory, Five-Leaf Bindweed ",Khaskhatia (ori),Herb;Vine,Perennial,Dicot,FOI
Merremia quinquefolia (L.) Hallier f.,Five-Fingered Morning Glory,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Merremia tuberosa (L.) Rendle,Spanish Arborvine,,Shrub;Vine,Perennial,Dicot,TRY;NRCS
Mesembryanthemum cordifolium L.f.,Baby Sun Rose,,Herb,Perennial,Dicot,NRCS
Mesembryanthemum crystallinum L.,,,Herb,Annual;Perennial,Dicot,NRCS
Micrococca mercurialis (L.) Benth.,Mercury Doughwood,Kunukku-thooki (mal),Herb,Annual,Dicot,TRY;FOI
Micromelum falcatum (Lour.) Tanaka,,,Shrub;Tree,Perennial,Dicot,FPI
Mikania cordata (Burm.f.) B.L.Rob.,Heartleaf Hempvine,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Mikania micrantha Kunth,Climbing Hempweed,Uri hingchabi (mni); Lahare Banamaaraa (npi); Japanhlo (lus); Japani-lota (asm),Herb;Vine,Perennial,Dicot,TRY;NRCS
Milicia excelsa (Welw.) C.C.Berg,African Teak,,Tree,Perennial,Dicot,FPI
Mimosa diplotricha Sauvalle,Giant Sensitive Plant,Aanathottavadi (mal),Shrub;Vine,Perennial,Dicot,NRCS
Mimosa distachya Cav.,Mexican Mimosa,,Shrub,Perennial,Dicot,TRY;NRCS
Mimosa invisa Colla,Giant Sensitive Plant,,Shrub;Vine,Perennial,Dicot,TRY;NRCS
Mimosa pigra L.,Giant Sensitive Plant,,Shrub,Perennial,Dicot,TRY;NRCS
Mimosa pudica L.,Touch Me Not,"Chui-mui, Lajwanti (hin); Kangphal ikaithabi (mni); thottaccurungi (tam); Tintarmani (mal); Nilajban (asm); Lajjabati (ben); Muttidare Muni, Muchuga, Naachike mullu (kan); Lajjaawatee, Buhaaree Jhaar, Bhuin Laharaa, Lajawantee Jhaar, Nidaaune Jhaar, Naanee Jhaar, Naanee Kaandaa (npi); Hlonuar (lus) ",Herb,Annual;Perennial,Dicot,TRY;NRCS
Mirabilis jalapa L.,Four O'Clock,"Gul abbas, Gulbakshi (hin); Mukak lei (mni); Gulabas, Gulabaas, saayankaale (mar); Pattarashu, Andhi Mandarai (tam); Anthimalari, Anti-mantaram, naalu mani poovu (mal); Chandrakantha, Chandramalli (tel); Gullumunchi, Madhyaahna mallige, Naalku gante hoo, Vibhooti hoo, Sanje mallige (kan); Sandhya malati (ben); Rangini (ori); Akashmuri, Meremdi (knn); Krishnakeli (san); Godhuli Gopal (asm); Aratukkhuan (lus) ",Herb,Perennial,Dicot,TRY;NRCS
Mirabilis longiflora L.,Sweet Four O'Clock,,Herb,Perennial,Dicot,NRCS
Mirabilis viscosa Cav.,Viscid Four-O'Clock,,Herb,Annual,Dicot,DG
Mitracarpus hirtus (L.) DC.,Tropical Girdlepod,Gothia gobi (ori); Thaval (mal),Herb,Annual,Dicot,TRY;NRCS
Mitracarpus scaberulus Urb.,,,Herb,Perennial,Dicot,TRY
Modiola caroliniana (L.) G.Don,Carolina Bristle Mallow,,Herb,Annual;Biennial;Pernnial,Dicot,NRCS
Molineria capitulata (Lour.) Herb.,Palm Star Grass,Phaiphak (lus),Herb,Perennial,Monocot,NRCS
Monarda fistulosa L., Wild Bergamot,,Herb,Perennial,Dicot,NRCS
Monechma debile (Forssk.) Nees,,,Herb,Annual,Dicot,FPI
Monochoria vaginalis (Burm.f.) C.Presl,Oval Leaf Pondweed,"bhat meteka, jonaki phul (asm); chotanakha, panee kachu (ben); nanka, paanpatta (hin); neelotpala (kan); nilotpala (knn); kakkappola, karinkuvalam, kulachempu, kuvalayam (mal); Uren Laba (mni); nilotpala (mar); indivara (san); karu-n-kuvalai (tam); neerukaacha, nirokancha (tel)",Herb,Annual;Perennial,Monocot,TRY;NRCS
Montanoa bipinnatifida (Kunth) K.Koch,Tree Chrysanthemum,,Shrub,Perennial,Dicot,TRY;FOI
Moringa oleifera Lam.,Drumstick Tree,Munaga chettu (tel),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Morus alba L.,White Mulberry,"Shahtoot (hin); Hippu nerale, Kambali gida, Hippala nerale, Uppu nerale (kan); Kabrangchak angouba (mni); Thing-theihmu (lus); Kambli chedi  (tam)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Muntingia calabura L.,Jamaica Cherry,Paanchara (mar); ten pazham (tam); Nakkaraegu (tel); Gasagase hannina mara (kan),Tree,Perennial,Dicot,TRY;NRCS
Muraltia juniperifolia DC.,,,Shrub,Perennial,Dicot,FPI
Musa basjoo Siebold & Zucc. ex Iinuma,"Japanese Fiber Banana, Japanese Hardy Banana",,Tree,Perennial,Monocot,DG
Myosotis laxa Lehm.,Smaller Forget-Me-Not,,Herb,Annual;Biennial;Pernnial,Dicot,NRCS
Myosotis scorpioides L.,Water Forget-Me-Not,,Herb,Perennial,Dicot,NRCS
Myriophyllum aquaticum (Vell.) Verdc.,Parrot'S Feather,,Herb,Perennial,Dicot,NRCS
Narcissus pseudonarcissus L.,Wild Daffodil,Peeli nargis (hin),Herb,Perennial,Monocot,NRCS
Narcissus tazetta L.,Nargis,Nargis (hin); Nargis (urd),Herb,Perennial,Monocot,NRCS
Nasturtium officinale R.Br.,Watercress,"Chhuch, Jal-indushoor (hin); Sim rayo (npi)",Herb,Perennial,Dicot,TRY;NRCS
Neomarica gracilis (Herb.) Sprague,"Walking Iris, Apostle'S Iris",Chatpi kombirei (mni),Herb,Perennial,Monocot,FOI
Neptunia plena (L.) Benth.,Dead And Awake Plant,,Herb,Perennial,Dicot,NRCS
Nerine undulata (L.) Herb.,Cape Flower,,Herb,Perennial,Monocot,DG
Nerium oleander L.,Oleander,Kaner (hin); Kabirei (mni); Arali (tam); Raktakarabi (ben); Kananpar (lus),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Nicandra physalodes (L.) Gaertn.,Apple-Of-Peru; Shoo-Fly Plant,Oomathan (mal),Herb,Annual,Dicot,TRY;NRCS
Nicotiana glauca Graham,,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Nicotiana plumbaginifolia Viv.,Tex-Mex Tobacco,"Ban tamaku, Jangli Tambakoo (hin)",Herb,Annual,Dicot,TRY;NRCS
Nicotiana tabacum L.,Tobacco,Dhuanpatra (ori); Pogaku (tel),Herb,Annual;Perennial,Dicot,NRCS
Nierembergia linariifolia Graham,"Nierembergia, Cup Flower 'Mont Blanc'",,Herb,Annual;Perennial,Dicot,DG
Noltea africana (L.) Rchb.f.,"Soap Glossy-Leaf, Noltea, Soap Bush",,Shrub;Tree,Perennial,Dicot,FPI
Nopalea cochenillifera (L.) Salm-Dyck,Cochineal Cactus,,Shrub;Tree,Perennial,Dicot,NRCS
Nothosaerva brachiata (L.) Wight,Minute Amaranth,Moduranga (ori),Herb,Annual,Dicot,TRY;FOI
Nuphar japonica DC.,East Asian Yellow Water-Lily; Japanese Pond Lily,,Herb,Perennial,Dicot,FPI
Nymphaea alba L.,Nilofar,"Swetshaluk (ben); Tharo-angouba (mni); kumuda, utpalam (san); neytarkilanku, neytal, neitharkizhangu (tam); Nilofar, Gule nilofar (urd); Brimposh (kas)",Herb,Perennial,Dicot,TRY;NRCS
Nymphaea lotus L.,White Egyptian Lotus,,Herb,Perennial,Dicot,NRCS
Nymphaea mexicana Zucc.,Mexican Waterlily,,Herb,Perennial,Dicot,TRY;NRCS
Nymphaea nouchali Burm.f.,"Blue Water Lily, Blue Lotus Of India, Neelkamal",Neelkamal (hin); Thariktharo (mni); Neelambal (tam); Nyadalehuvu (kan); Nil-sapla (ben),Herb,Perennial,Dicot,TRY;FOI
Nymphaea odorata Aiton,American White Waterlily,,Herb,Perennial,Dicot,NRCS
Nymphoides indica (L.) Kuntze,Water Snowflake,Kumudini (hin); Tharo macha (mni); Chinnambal (tam); Nedel-ambel (mal); Anthara thaamara (tel); Neeru thaavare (kan); Chandmala (ben),Herb,Perennial,Dicot,TRY;NRCS
Ochna kirkii Oliv.,Mickey Mouse Plant,,Shrub;Tree,Perennial,Dicot,NRCS
Ochna serrulata Walp.,Small-Leaved Plane,,Shrub,Perennial,Dicot,NRCS
Ocimum americanum L.,Hoary Basil,Bhutulasi (tel),Herb,Annual;Perennial,Dicot,TRY;NRCS
Ocimum basilicum L.,Basil,"Khubkalam (ben); Babui tulsi, Ram Tulsi (hin); Kamagaggare, Kaama kasturi (kan); pach-cha-pushpam, pachcha, ram-tulasi (mal); Naosek lei, Tulsi (mni); Bhoo tulasi, Bhu-tulasi (mar); Tirunittru, Chankanirakkarantai, Chapchavitai (tam); bhoo tulasi, bhu-tulasi (tel); burg faranjmushk, burg firanjmishk (urd) ",Herb,Annual;Perennial,Dicot,NRCS
Ocimum gratissimum L.,Ram Tulsi,"Ram tulsi, Ban tulsi (hin); Ram tulsi (mni); ajavala, ramatulasi, tanatulasu (mar); elumichantulasi, peruntulasi, elumiccam tulaci (tam); nimma-tulasi, nimmatulasi, rama-tulasi (tel); Ram tulsi (ben); sondabhogohulono (ori); Tukhm faranjmushk (urd); Ram tulsi (asm); ajaka, ajeka, bilvaparni, doshakleshi (san)",Herb,Perennial,Dicot,TRY;NRCS
Oenothera biennis L.,Common Evening Primrose,,Herb,Biennial,Dicot,NRCS
Oenothera drummondii Hook.,Beach Evening-Primrose,,Herb;Shrub,Perennial,Dicot,TRY;FOI
Oenothera glazioviana Micheli,Large-Flower Evening Primrose,,Herb,Biennial,Dicot,TRY;FOI
Oenothera laciniata Hill,Evening Primrose,,Herb,Annual;Perennial,Dicot,NRCS
Oenothera odorata Jacq.,Evening Primrose; Apricot Delight,,Herb,Perennial,Dicot,FPI
Oenothera rosea L'Hér. ex Aiton,Pink Evening Primrose,,Herb,Perennial,Dicot,TRY;FOI
Oenothera stricta Ledeb. ex Link,Chilean Evening-Primrose,,Herb,Annual;Biennial,Dicot,NRCS
Oenothera tetraptera Cav.,Fourwing Evening Primrose,,Herb,Annual,Dicot,TRY;DG
Oldenlandia corymbosa L.,Diamond Flower,"Daman pappar, pitpapra (hin); pitpapda (mar); kattucayaver, pappan puntu, parppatakam (tam); parppatakam, parppatakappullu (mal); vernnela-vemu (tel); parpata hullu (kan); poripat (knn); piringo (npi); parpatah, parpatakah (san)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Oldenlandia ovatifolia (Cav.) DC.,Ovate-Leaf Snake-Needle Grass,,Herb,Annual,Dicot,FOI
Oldenlandia tenelliflora (Blume) Kuntze,,,Herb,Annual;Perennial,Dicot,FPI
Olea europaea L.,European Olive,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Onopordum acanthium L.,Cotton Thistle,,Herb,Biennial,Dicot,NRCS
Ophiopogon jaburan (Siebold) Lodd.,Giant Lilyturf,,Herb,Perennial,Monocot,NRCS
Opilia amentacea Roxb.,Fragrant Opilia,"Manjanda marm (tam); Kau, Bodelia, Karabadalia, Duraikuli (ori)",Shrub;Vine,Perennial,Dicot,FOI
Opuntia cochenillifera DC.,Cochineal Cactus,,Shrub;Tree,Perennial,Dicot,NRCS
Opuntia dillenii (Ker Gawl.) Haw.,Erect Prickly Pear,"Nagphani (hin); Papasu kalli (kan); Sappathikalli (tam); Brahma Jamudu (tel); Nagphani, Nagophenia (ori); Nagamullu, Nagathali, Palakakkalli, Rakthakally (mal)",Shrub,Perennial,Dicot,TRY;NRCS
Opuntia elatior Mill.,Prickly Pear,"Chappal-sendh, nag phani, Hathhathoria (hin); Meipokpo (mni); phadya nivadung (mar); cappattukkalli, pattanattukkalli (tam); nagajemudu, nagatali (tel); dabbagalli, paapasu kalli (kan); Nagphana (ben); vidara-vishvasaraka (san)",Shrub,Perennial,Dicot,FOI
Opuntia ficus-indica (L.) Mill.,Barbary Fig,"Mullu galli (kan); Nagajemudu (tel); Nagophenia (ori); Chappathikally, Pattanathukally (mal)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Opuntia monacantha (Willd.) Haw.,Drooping Prickly Pear,"Nag phani (hin); Sappattukkalli (tam); Nagajemudu (tel); Nagophenia (ori);  Naagaphani, Paate Siundi, Haatteekaan (npi)",Shrub;Tree,Perennial,Dicot,NRCS
Opuntia stricta (Haw.) Haw.,Erect Prickly Pear,"Nagphana (ben); chorhathalo (guj); Hathhathoria, Nagphana (hin); Papaskalli, Chappatigalli (kan); Palakakkali, Nagamullu (mal); Chapal (mar); Nagophenia (ori); mahavriksha, vajrakantaka (san); Nagathali, Sappathikalli (tam); nagajemudu, nagadali (tel)",Shrub,Perennial,Dicot,TRY;NRCS
Origanum majorana L.,Marjoram,"Murwa, sathra (hin); Maruga (kan); marwa, mijirikamy (mar); ajanmasurabhi, marwa (san); Marikozhundhu, Chutanaccu, kuvalamayam (tam); maruvamu (tel); marwa, marzanjosh (urd)",Herb,Perennial,Dicot,NRCS
Origanum vulgare L.,Oregano,"Ajamo, Jungli marvo (guj); Ban tulsi, sathra, Mirzanjosh (hin); Maruga (kan); Marzan-josh (kas); Ovey (knn); Kattumaruva (mal); Jangali maruaa, Ova (mar); Raamtulasi, Sajeevan, Sathra (npi); Maruvaka (san); Mridumaruvamu (tel); Zatar, Satar (urd)",Herb,Perennial,Dicot,NRCS
Ornithogalum arabicum L.,"Arab'S Eye, Arabian Starflower, Lesser Cape-Lily",,Bulb,Perennial,Monocot,DG
Ornithogalum conicum Jacq.,Chincherinchee,,Bulb,Perennial,Monocot,FPI
Orobanche crenata Forssk.,Bean Broomrape,,Herb,Annual;Perennial,Dicot,NRCS
Oryza barthii A.Chev.,Barth'S Rice,,Graminoid,Perennial,Monocot,NRCS
Oryza latifolia Desv.,Broadleaf Rice,,Graminoid,Perennial,Monocot,NRCS
Oryza punctata Kotschy ex Steud.,Red Rice,,Graminoid,Annual;Perennial,Monocot,NRCS
Osmoxylon lineare (Merr.) Philipson,"Green Aralia, Miagos Bush",,Tree,Perennial,Dicot,FOI
Osteospermum ecklonis (DC.) Norl.,Deep Purple African Daisy,,Shrub,Perennial,Dicot,NRCS
Ottelia alismoides (L.) Pers.,Duck Lettuce,"Lairenchak (mni); Olek-alsem (mar); Nirkkuliri (tam); Ottel-ambel (mal); Edukula thaamara, Neeru veniki (tel); Hasiru neeru paathre, Kottigensu balli (kan); Parmikalla (ben)",Herb,Perennial,Monocot,TRY;NRCS
Oxalis corniculata L.,Creeping Wood Sorrel,"Amrul (hin); Pullampuruche, Pullampurachi, Pullampuriche, Hulihulise, Neerugoli (kan); Yensil (mni); Paliakiri (tam); Amrulshak (ben); Poliyarala (mal); Charee Amilo (npi); Siakthur (lus); Changeri (san)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Oxalis debilis Kunth,Pink Woodsorrel,,Herb,Perennial,Dicot,TRY;NRCS
Oxalis dehradunensis Raizada,,,Herb,Perennial,Dicot,FPI
Oxalis deppei Lodd. ex Sweet,"Lucky Clover, Four-Leaf Sorrel, Four-Leaf Clover ",,Herb,Perennial,Dicot,FOI
Oxalis latifolia Kunth,Wood Sorrel,Khatmitthi (hin); Yensil (mni); Chari Amilo (npi),Herb,Perennial,Dicot,TRY;NRCS
Oxalis pes-caprae L.,Bermuda Buttercup,Puliyarai (tam),Herb,Perennial,Dicot,NRCS
Oxalis purpurea L.,Purple Wood Sorrel,,Herb,Perennial,Dicot,NRCS
Oxalis rosea Jacq.,"Pink Wood Sorrel, Strawberry Oxalis",,Herb,Annual,Dicot,NRCS;http://www.perennials.com/plants/oxalis-crassipes-rosea.html;accessed on:31 May 2020
Oxalis spiralis Ruiz & Pav. ex G.Don,Spiral Sorrel,,Herb,Perennial,Dicot,NRCS
Oxalis tetraphylla Cav.,Lucky Clover,,Herb,Perennial,Dicot,FOI
Oxalis triangularis A.St.-Hil.,"Purple Shamrock, False Shamrock, Love Plant ",,Herb,Perennial,Dicot,FOI
Oxalis variabilis Jacq.,Purple Wood Sorrel,,Herb,Perennial,Dicot,FOI
Oxalis violacea L.,Violet Wood-Sorrel,,Herb,Perennial,Dicot,NRCS
Oxygonum sinuatum (Hochst. & Steud ex Meisn.) Dammer,Wavy-Leaf Oxygonum,,Herb,Annual,Dicot,TRY;FOI
Pachira aquatica Aubl.,Malabar Chestnut,,Tree,Perennial,Dicot,NRCS
Pachyrhizus erosus (L.) Urb.,Yam Bean,Sankula (hin); Chini alu (ori),Herb;Vine,Perennial,Dicot,TRY;NRCS
Pachystachys lutea Nees,"Golden Shrimp Plant, Lollypop Plant",,Shrub,Perennial,Dicot,NRCS;FOI
Pandorea jasminoides (Lindl.) K.Schum., Bower Vine,,Vine,Annual,Dicot,FOI
Panicum coloratum L.,Kleingrass,,Graminoid,Perennial,Monocot,TRY;NRCS
Panicum hippothrix K.Schum. ex Engl.,,Tan-sawa (mar),Herb,Annual,Monocot,TRY;FPI
Panicum maximum Jacq.,Guinea Grass,Ginipullu (mal),Graminoid,Perennial,Monocot,TRY;NRCS
Panicum turgidum Forssk.,Desert Grass.,,Graminoid,Perennial,Monocot,TRY;NRCS
Papaver fugax Poir.,,,Herb,Perennial,Dicot,FPI
Papaver macrostomum Boiss. & A.Huet,Large-Mouth Poppy,,Herb,Annual,Dicot,FOI
Papaver rhoeas L.,Common Poppy,"Khas-Khas, Lal-post (hin); armistis hoo, kempu-khasa-khasi-gida (kan); Gul-e lala (kas); chovanna-kaha-kashach-cheti, chovannakashakasha (mal); Jangli mudrika, Khasakhasa, Tambada (mar); Rakta-posta, Raktapostavriksha (san); Chivantapostakkay, Chivappu postakkay (tam); Gul-e lala (urd)",Herb,Annual,Dicot,TRY;NRCS
Papaver somniferum L.,Opium Poppy,"Posto (ben); Aphim, Khash-khash (hin); Afim, Biligasgase, Gasagase, Kasakase (kan); afium, avin, karappu, kasakasa (mal); afu, aphu, khuskhus, posta (mar); aaphuka, ahifen, ahiphena (san); abini, gashagasha, kasakasa, postaka (tam); abhini, gasagasala, gasagasala-chettu (tel); Aphim, Khashkhash (urd); Aphim (npi)",Herb,Annual,Dicot,TRY;NRCS
Paraserianthes lophantha (Willd.) I.C.Nielsen,Cape Leeuwin Wattle,,Shrub;Tree,Perennial,Dicot,NRCS
Parinari excelsa Sabine,Guinea Plum,,Tree,Perennial,Dicot,EOL
Parkinsonia aculeata L.,Jerusalem Thorn,"Vilayti kikar, Ram babul (hin); Sinia tumana (tam); Seemathumma (tel); Parangi jali (kan); Vilaiti-kikkar (mar)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Parthenium hysterophorus L.,Carrot Grass,"Gajar ghas, Chatak Chandani (hin); Gajar ghas, Congress ghans (raj)",Herb,Annual,Dicot,TRY;NRCS
Pascalia glauca Ortega,Beach Creeping Oxeye,,Herb,Perennial,Dicot,NRCS
Paspalum conjugatum P.J.Bergius,Buffalo Grass,,Graminoid,Perennial,Monocot,NRCS
Paspalum dilatatum Poir.,Dallis Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Paspalum distichum L.,Knotgrass,Tereta-pullu (mal); Janai ghans (npi),Graminoid,Perennial,Monocot,NRCS
Paspalum notatum Flüggé,Bahiagrass,,Graminoid,Perennial,Monocot,TRY;NRCS
Paspalum plicatulum Michx.,Brownseed Paspalum,,Graminoid,Perennial,Monocot,TRY;NRCS
Paspalum urvillei Steud.,Vasey'S Grass,,Graminoid,Perennial,Monocot,NRCS
Passiflora biflora Lam.,Twoflowered Passionflower,,Vine,Perennial,Dicot,NRCS
Passiflora calcarata Mast.,,,Herb;Vine,Perennial,Dicot,TRY;FPI
Passiflora ciliata Aiton,Fringed Passionflower,,Herb,Perennial,Dicot,NRCS
Passiflora coccinea Aubl.,Red Passion Flower,,Vine,Perennial,Dicot,NRCS
Passiflora edulis Sims,Passion Fruit,"Gadiyaarada hoo, Jumaki hoo, Kadamba hannu (kan); Jhumke laharo (npi); Lata Bel (asm); Sapthei (lus)",Herb;Vine,Perennial,Dicot,TRY;NRCS
Passiflora foetida L.,Love In A Mist,"Jhumka lata (hin); Jhumka lota (ben); Lam Radhikanachom (mni); Vel-ghani (mar); Kukkiballi (kan); Chirranchantiya, Poochapalam (mal); Siruppunaikkali, Chiru punai-k-kali, Mupparisavalli (tam); Tellajumiki (tel); Ram-sapthei, Sapthei-suak (lus)",Herb;Vine,Annual,Dicot,TRY;NRCS
Passiflora gracilis J.Jacq. ex Link,Crinkled Passionflower,,Vine,Perennial,Dicot,NRCS
Passiflora holosericea L.,Silky Passion Flower,,Vine,Perennial,Dicot,FOI
Passiflora kermesina Link & Otto,Passion Vine,,Vine,Perennial,Dicot,FPI
Passiflora laurifolia L.,Yellow Granadilla,,Vine,Perennial,Dicot,NRCS
Passiflora ligularis Juss.,Sweet Granadilla,,Herb;Vine,Perennial,Dicot,NRCS
Passiflora mollissima (Kunth) L.H.Bailey,Banana Passion Flower,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Passiflora morifolia Mast.,Woodland Passion Flower,,Herb;Vine,Perennial,Dicot,NRCS
Passiflora racemosa Brot.,Violet Passion Flower,,Vine,Perennial,Dicot,NRCS;FOI
Passiflora stipulata Aubl.,,,Vine,Perennial,Dicot,FPI
Passiflora suberosa L.,Corky Passion Flower,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Passiflora subpeltata Ortega,White Passion Flower,"Thorupattaankaai, Malaikovai (tam)",Herb;Vine,Perennial,Dicot,TRY;NRCS
Passiflora vitifolia Kunth,Perfumed Passion Flower,,Vine,Perennial,Dicot,NRCS
Paulownia tomentosa Steud.,Empress Tree,,Tree,Perennial,Dicot,TRY;NRCS
Pedalium murex L.,"Bara Gokhru; Large Caltrops, Crow Thorn, Elephant Caltrop",Enugupalleru (tel),Herb,Annual,Dicot,TRY;FOI
Pelargonium capitatum (L.) L'Hér.,Rose Geranium,,Herb,Perennial,Dicot,NRCS
Pelargonium cucullatum (L.) L'Hér.,"Hooded-Leaf Pelargonium, Tree Pelargonium, Wilde Malva",,Herb,Annual;Perennial,Dicot,DG
Pelargonium graveolens L'Hér.,Rose-Scented Geranium,,Herb;Shrub,Perennial,Dicot,NRCS
Pelargonium grossularioides (L.) L'Hér.,Gooseberry Geranium,,Herb,Perennial,Dicot,NRCS
Pelargonium inquinans (L.) L'Hér.,Scarlet Geranium,,Herb,Perennial,Dicot,NRCS
Pelargonium peltatum (L.) L'Hér.,Ivy-Leaf Geranium,,Shrub;Vine,Perennial,Dicot,NRCS
Pelargonium quercifolium (L.f.) L'Hér.,Oakleaf Geranium,,Shrub,Perennial,Dicot,NRCS
Pelargonium radens H.E.Moore,Rasp-Leaf Pelargonium,,Herb,Annual;Perennial,Dicot,NRCS;ALA
Pelargonium zonale (L.) L'Hér. ex Aiton,Horseshoe Pelargonium,,Herb,Perennial,Dicot,NRCS
Pennisetum clandestinum Hochst. ex Chiov.,Kikuyu Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Pennisetum glaucum (L.) R.Br.,Bajra,"Bajra (hin); Wana manbi, Bajra (mni)",Graminoid,Annual;Perennial,Monocot,TRY;NRCS
Pennisetum pedicellatum Trin.,Deenanath Grass,"Poochavalanpullu, Oolappullu (mal)",Graminoid,Annual,Monocot,NRCS
Pennisetum polystachyon Schult.,Mission Grass,,Graminoid,Perennial,Monocot,http://www.hear.org/pier/species/cenchrus_polystachios.htm;accessed on: 31 May 2020
Pennisetum purpureum Schumach.,Elephant Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Penstemon azureus Benth.,Azure Penstemon,,Herb,Perennial,Dicot,NRCS
Penstemon campanulatus (Cav.) Willd.,Penstemon,,Herb;Shrub,Perennial,Dicot,NRCS
Penstemon rubicundus D.D.Keck,,,Herb,Perennial,Dicot,NRCS
Pentalinon luteum (L.) B.F.Hansen & Wunderlin,Wild Allamanda,,Shrub;Vine,Perennial,Dicot,NRCS
Pentapetes phoenicea L.,Midday Flower,"Dupahariya (hin); Tambridupari (mar); Nagappu (tam); Uchchamalari (mal); Makinaccettu (tel); Kat-lata Bandhuli, Bandhuka (ben); Saubhagyasundari (guj); Madhyadina, Bandhuka (san); mankenna (tel) ",Herb,Annual,Dicot,TRY;NRCS
Pentas zanzibarica (Klotzsch) Vatke,,,Herb,Perennial,Dicot,FPI
Peperomia argyreia (Hook.f.) E.Morren,Watermelon Pepper,,Herb,Perennial,Dicot,FOI
Peperomia pellucida (L.) Kunth,Shiny Bush,"Mashitandu chedi (mal); Pononoa (asm); Toyakandha, Varshabhoo (san); Latapate (npi); Burshavo (ori)",Herb,Perennial,Dicot,TRY;NRCS
Pereskia bleo (Kunth) DC.,"Leaf Cactus, Rose Cactus, Wax Rose",,Shrub,Perennial,Dicot,FOI
Peristeria elata Hook.,"Dove Orchid, Holy Ghost Orchid, Stately Peristeria",Kapothapushpam (mal),Epiphyte,Perennial,Monocot,FOI
Peristrophe salicifolia Hassk.,,,Shrub,Perennial,Dicot,FOI;https://edepot.wur.nl/411238;accessed on: 31 May 2020
Persea macrantha (Nees) Kosterm.,Large-Flowered Bay Tree,"Chittu thandri, gulamaavu, gulimaavu (kan); kulamavu, ooravu (mal); gulaamba (mar); iruli, kolamavu, kolarmavu (tam); naara (tel)",Tree,Perennial,Dicot,FOI
