Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Ludwigia peruviana (L.) H.Hara,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,peruviana,(L.) H.Hara,In,ILORA_Sp.Categorization.Metadata
Ludwigia sedioides (Humb. & Bonpl.) H.Hara,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,sedioides,(Humb. & Bonpl.) H.Hara,CG,ILORA_Sp.Categorization.Metadata
Lupinus perennis L.,Magnoliopsida,Fabales,Fabaceae,Lupinus,perennis,L.,CA,ILORA_Sp.Categorization.Metadata
Lupinus pilosus L.,Magnoliopsida,Fabales,Fabaceae,Lupinus,pilosus,L.,CA,ILORA_Sp.Categorization.Metadata
Lupinus polyphyllus Lindl.,Magnoliopsida,Fabales,Fabaceae,Lupinus,polyphyllus,Lindl.,CA,ILORA_Sp.Categorization.Metadata
Lycianthes laevis (Dunal) Bitter,Magnoliopsida, Solanales,Solanaceae,Lycianthes,laevis,(Dunal) Bitter,N,ILORA_Sp.Categorization.Metadata
Lycium barbarum L.,Magnoliopsida, Solanales,Solanaceae,Lycium,barbarum,L.,CA,ILORA_Sp.Categorization.Metadata
Lycium europaeum L.,Magnoliopsida, Solanales,Solanaceae,Lycium,europaeum,L.,CA,ILORA_Sp.Categorization.Metadata
Lycopus europaeus L.,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,europaeus,L.,N,ILORA_Sp.Categorization.Metadata
Lygeum spartum Loefl. ex L.,Liliopsida,Poales,Poaceae,Lygeum,spartum,Loefl. ex L.,CA,ILORA_Sp.Categorization.Metadata
Lysiloma latisiliquum (L.) Benth.,Magnoliopsida,Fabales,Fabaceae,Lysiloma,latisiliquum,(L.) Benth.,In,ILORA_Sp.Categorization.Metadata
Lythrum salicaria L.,Magnoliopsida,Myrtales,Lythraceae,Lythrum,salicaria,L.,CG,ILORA_Sp.Categorization.Metadata
Macroptilium atropurpureum (DC.) Urb.,Magnoliopsida,Fabales,Fabaceae,Macroptilium,atropurpureum,(DC.) Urb.,In,ILORA_Sp.Categorization.Metadata
Macroptilium lathyroides (L.) Urb.,Magnoliopsida,Fabales,Fabaceae,Macroptilium,lathyroides,(L.) Urb.,In,ILORA_Sp.Categorization.Metadata
Maesopsis eminii Engl.,Magnoliopsida,Rosales,Rhamnaceae,Maesopsis,eminii,Engl.,In,ILORA_Sp.Categorization.Metadata
Magnolia figo (Lour.) DC.,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,figo,(Lour.) DC.,CA,ILORA_Sp.Categorization.Metadata
Magnolia liliiflora Desr.,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,liliiflora,Desr.,CA,ILORA_Sp.Categorization.Metadata
Malachra capitata (L.) L.,Magnoliopsida,Malvales,Malvaceae,Malachra,capitata,(L.) L.,In,ILORA_Sp.Categorization.Metadata
"Malva multiflora (Cav.) Soldano, Banfi & Galasso",Magnoliopsida,Malvales,Malvaceae,Malva,multiflora,"(Cav.) Soldano, Banfi & Galasso",CA,ILORA_Sp.Categorization.Metadata
Malva neglecta Wallr.,Magnoliopsida,Malvales,Malvaceae,Malva,neglecta,Wallr.,N,ILORA_Sp.Categorization.Metadata
Malva parviflora L.,Magnoliopsida,Malvales,Malvaceae,Malva,parviflora,L.,Nt,ILORA_Sp.Categorization.Metadata
Malva sylvestris L.,Magnoliopsida,Malvales,Malvaceae,Malva,sylvestris,L.,N,ILORA_Sp.Categorization.Metadata
Malvastrum coromandelianum (L.) Garcke,Magnoliopsida,Malvales,Malvaceae,Malvastrum,coromandelianum,(L.) Garcke,In,ILORA_Sp.Categorization.Metadata
Malvaviscus penduliflorus Moc. & Sessé ex DC.,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,penduliflorus,Moc. & Sessé ex DC.,CA,ILORA_Sp.Categorization.Metadata
Mandevilla boliviensis (Hook.f.) Woodson,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,boliviensis,(Hook.f.) Woodson,CA,ILORA_Sp.Categorization.Metadata
Mandevilla laxa (Ruiz & Pav.) Woodson,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,laxa,(Ruiz & Pav.) Woodson,CA,ILORA_Sp.Categorization.Metadata
Manettia cordifolia Mart.,Magnoliopsida,Gentianales,Rubiaceae,Manettia,cordifolia,Mart.,CA,ILORA_Sp.Categorization.Metadata
Manihot anomala Pohl,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,anomala,Pohl,CA,ILORA_Sp.Categorization.Metadata
Mansoa hymenaea (DC.) A.H.Gentry,Magnoliopsida,Lamiales,Bignoniaceae,Mansoa,hymenaea,(DC.) A.H.Gentry,CA,ILORA_Sp.Categorization.Metadata
Markhamia stipulata (Wall.) Seem.,Magnoliopsida,Lamiales,Bignoniaceae,Markhamia,stipulata,(Wall.) Seem.,CA,ILORA_Sp.Categorization.Metadata
Marsilea quadrifolia L.,Filicopsida,Marsileales,Marsileaceae,Marsilea,quadrifolia,L.,CA,ILORA_Sp.Categorization.Metadata
Martynia annua L.,Magnoliopsida,Lamiales,Martyniaceae,Martynia,annua,L.,In,ILORA_Sp.Categorization.Metadata
Maurandya barclayana Lindl.,Magnoliopsida,Lamiales,Plantaginaceae,Maurandya,barclayana,Lindl.,CA,ILORA_Sp.Categorization.Metadata
Maurandya scandens (Cav.) Pers.,Magnoliopsida,Lamiales,Plantaginaceae,Maurandya,scandens,(Cav.) Pers.,CA,ILORA_Sp.Categorization.Metadata
Mecardonia procumbens (Mill.) Small,Magnoliopsida,Lamiales,Plantaginaceae,Mecardonia,procumbens,(Mill.) Small,In,ILORA_Sp.Categorization.Metadata
Medicago lupulina L.,Magnoliopsida,Fabales,Fabaceae,Medicago,lupulina,L.,N,ILORA_Sp.Categorization.Metadata
Medicago polymorpha L.,Magnoliopsida,Fabales,Fabaceae,Medicago,polymorpha,L.,Nt,ILORA_Sp.Categorization.Metadata
Medicago sativa L.,Magnoliopsida,Fabales,Fabaceae,Medicago,sativa,L.,Nt,ILORA_Sp.Categorization.Metadata
Melaleuca alternifolia (Maiden & Betche) Cheel,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,alternifolia,(Maiden & Betche) Cheel,CA,ILORA_Sp.Categorization.Metadata
Melaleuca armillaris (Sol. ex Gaertn.) Sm.,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,armillaris,(Sol. ex Gaertn.) Sm.,CA,ILORA_Sp.Categorization.Metadata
Melaleuca hypericifolia Sm.,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,hypericifolia,Sm.,CA,ILORA_Sp.Categorization.Metadata
Melaleuca nesophila F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,nesophila,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Melaleuca quinquenervia (Cav.) S.T.Blake,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,quinquenervia,(Cav.) S.T.Blake,In,ILORA_Sp.Categorization.Metadata
Melampodium divaricatum (Rich. ex Rich.) DC.,Magnoliopsida,Asterales,Asteraceae,Melampodium,divaricatum,(Rich. ex Rich.) DC.,CA,ILORA_Sp.Categorization.Metadata
Melanthera micrantha (Nutt.) W.L.Wagner & H.Rob.,Magnoliopsida,Asterales,Asteraceae,Melanthera,micrantha,(Nutt.) W.L.Wagner & H.Rob.,CA,ILORA_Sp.Categorization.Metadata
Melia azedarach L.,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,L.,N,ILORA_Sp.Categorization.Metadata
Melianthus major L.,Magnoliopsida,Geraniales,Francoaceae,Melianthus,major,L.,Nt,ILORA_Sp.Categorization.Metadata
Melica minuta L.,Liliopsida,Poales,Poaceae,Melica,minuta,L.,CA,ILORA_Sp.Categorization.Metadata
Melicope denhamii (Seem.) T.G.Hartley,Magnoliopsida,Sapindales,Rutaceae,Melicope,denhamii,(Seem.) T.G.Hartley,CA,ILORA_Sp.Categorization.Metadata
Melilotus albus Medik.,Magnoliopsida,Fabales,Fabaceae,Melilotus,albus,Medik.,N,ILORA_Sp.Categorization.Metadata
Melilotus indicus (L.) All.,Magnoliopsida,Fabales,Fabaceae,Melilotus,indicus,(L.) All.,N,ILORA_Sp.Categorization.Metadata
Melinis minutiflora P.Beauv.,Liliopsida,Poales,Poaceae,Melinis,minutiflora,P.Beauv.,CA,ILORA_Sp.Categorization.Metadata
Melinis repens (Willd.) Zizka,Liliopsida,Poales,Poaceae,Melinis,repens,(Willd.) Zizka,In,ILORA_Sp.Categorization.Metadata
Melochia corchorifolia L.,Magnoliopsida,Malvales,Malvaceae,Melochia,corchorifolia,L.,N,ILORA_Sp.Categorization.Metadata
Melochia nodiflora Sw.,Magnoliopsida,Malvales,Malvaceae,Melochia,nodiflora,Sw.,CA,ILORA_Sp.Categorization.Metadata
Melochia pyramidata L.,Magnoliopsida,Malvales,Malvaceae,Melochia,pyramidata,L.,Nt,ILORA_Sp.Categorization.Metadata
Mentha aquatica L.,Magnoliopsida,Lamiales,Lamiaceae,Mentha,aquatica,L.,CA,ILORA_Sp.Categorization.Metadata
Mentha arvensis L.,Magnoliopsida,Lamiales,Lamiaceae,Mentha,arvensis,L.,N,ILORA_Sp.Categorization.Metadata
Mentha spicata L.,Magnoliopsida,Lamiales,Lamiaceae,Mentha,spicata,L.,CA,ILORA_Sp.Categorization.Metadata
Meriandra dianthera (Roth ex Roem. & Schult.) Briq.,Magnoliopsida,Lamiales,Lamiaceae,Meriandra,dianthera,(Roth ex Roem. & Schult.) Briq.,N,ILORA_Sp.Categorization.Metadata
Merremia aegyptia (L.) Urb.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,aegyptia,(L.) Urb.,In,ILORA_Sp.Categorization.Metadata
Merremia dissecta (Jacq.) Hallier f.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,dissecta,(Jacq.) Hallier f.,Nt,ILORA_Sp.Categorization.Metadata
Merremia gangetica Cufod.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,gangetica,Cufod.,N,ILORA_Sp.Categorization.Metadata
Merremia peltata (L.) Merr.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,peltata,(L.) Merr.,In,ILORA_Sp.Categorization.Metadata
Merremia quinata (R.Br.) Ooststr.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,quinata,(R.Br.) Ooststr.,N,ILORA_Sp.Categorization.Metadata
Merremia quinquefolia (L.) Hallier f.,Magnoliopsida,Solanales,Convolvulaceae,Merremia,quinquefolia,(L.) Hallier f.,CA,ILORA_Sp.Categorization.Metadata
Merremia tuberosa (L.) Rendle,Magnoliopsida,Solanales,Convolvulaceae,Merremia,tuberosa,(L.) Rendle,Nt,ILORA_Sp.Categorization.Metadata
Mesembryanthemum cordifolium L.f.,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,cordifolium,L.f.,CA,ILORA_Sp.Categorization.Metadata
Mesembryanthemum crystallinum L.,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,crystallinum,L.,CA,ILORA_Sp.Categorization.Metadata
Micrococca mercurialis (L.) Benth.,Magnoliopsida,Malpighiales,Euphorbiaceae,Micrococca,mercurialis,(L.) Benth.,N,ILORA_Sp.Categorization.Metadata
Micromelum falcatum (Lour.) Tanaka,Magnoliopsida,Sapindales,Rutaceae,Micromelum,falcatum,(Lour.) Tanaka,N,ILORA_Sp.Categorization.Metadata
Mikania cordata (Burm.f.) B.L.Rob.,Magnoliopsida,Asterales,Asteraceae,Mikania,cordata,(Burm.f.) B.L.Rob.,Nt,ILORA_Sp.Categorization.Metadata
Mikania micrantha Kunth,Magnoliopsida,Asterales,Asteraceae,Mikania,micrantha,Kunth,In,ILORA_Sp.Categorization.Metadata
Milicia excelsa (Welw.) C.C.Berg,Magnoliopsida,Rosales,Moraceae,Milicia,excelsa,(Welw.) C.C.Berg,CA,ILORA_Sp.Categorization.Metadata
Mimosa diplotricha Sauvalle,Magnoliopsida,Fabales,Fabaceae,Mimosa,diplotricha,Sauvalle,In,ILORA_Sp.Categorization.Metadata
Mimosa distachya Cav.,Magnoliopsida,Fabales,Fabaceae,Mimosa,distachya,Cav.,CA,ILORA_Sp.Categorization.Metadata
Mimosa invisa Colla,Magnoliopsida,Fabales,Fabaceae,Mimosa,invisa,Colla,Nt,ILORA_Sp.Categorization.Metadata
Mimosa pigra L.,Magnoliopsida,Fabales,Fabaceae,Mimosa,pigra,L.,In,ILORA_Sp.Categorization.Metadata
Mimosa pudica L.,Magnoliopsida,Fabales,Fabaceae,Mimosa,pudica,L.,In,ILORA_Sp.Categorization.Metadata
Mirabilis jalapa L.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,jalapa,L.,In,ILORA_Sp.Categorization.Metadata
Mirabilis longiflora L.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,longiflora,L.,CA,ILORA_Sp.Categorization.Metadata
Mirabilis viscosa Cav.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,viscosa,Cav.,CA,ILORA_Sp.Categorization.Metadata
Mitracarpus hirtus (L.) DC.,Magnoliopsida,Gentianales,Rubiaceae,Mitracarpus,hirtus,(L.) DC.,Nt,ILORA_Sp.Categorization.Metadata
Mitracarpus scaberulus Urb.,Magnoliopsida,Gentianales,Rubiaceae,Mitracarpus,scaberulus,Urb.,CA,ILORA_Sp.Categorization.Metadata
Modiola caroliniana (L.) G.Don,Magnoliopsida,Malvales,Malvaceae,Modiola,caroliniana,(L.) G.Don,CA,ILORA_Sp.Categorization.Metadata
Molineria capitulata (Lour.) Herb.,Liliopsida,Asparagales,Hypoxidaceae,Molineria,capitulata,(Lour.) Herb.,N,ILORA_Sp.Categorization.Metadata
Monarda fistulosa L.,Magnoliopsida,Lamiales,Lamiaceae,Monarda,fistulosa,L.,CA,ILORA_Sp.Categorization.Metadata
Monechma debile (Forssk.) Nees,Magnoliopsida,Lamiales,Acanthaceae,Monechma,debile,(Forssk.) Nees,N,ILORA_Sp.Categorization.Metadata
Monochoria vaginalis (Burm.f.) C.Presl,Liliopsida,Commelinales,Pontederiaceae,Monochoria,vaginalis,(Burm.f.) C.Presl,In,ILORA_Sp.Categorization.Metadata
Montanoa bipinnatifida (Kunth) K.Koch,Magnoliopsida,Asterales,Asteraceae,Montanoa,bipinnatifida,(Kunth) K.Koch,Nt,ILORA_Sp.Categorization.Metadata
Moringa oleifera Lam.,Magnoliopsida,Brassicales,Moringaceae,Moringa,oleifera,Lam.,N,ILORA_Sp.Categorization.Metadata
Morus alba L.,Magnoliopsida,Rosales,Moraceae,Morus,alba,L.,Nt,ILORA_Sp.Categorization.Metadata
Muntingia calabura L.,Magnoliopsida,Malvales,Muntingiaceae,Muntingia,calabura,L.,In,ILORA_Sp.Categorization.Metadata
Muraltia juniperifolia DC.,Magnoliopsida,Fabales,Polygalaceae,Muraltia,juniperifolia,DC.,CA,ILORA_Sp.Categorization.Metadata
Musa basjoo Siebold & Zucc. ex Iinuma,Liliopsida,Zingiberales,Musaceae,Musa,basjoo,Siebold & Zucc. ex Iinuma,CA,ILORA_Sp.Categorization.Metadata
Myosotis laxa Lehm.,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,laxa,Lehm.,CA,ILORA_Sp.Categorization.Metadata
Myosotis scorpioides L.,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,scorpioides,L.,CA,ILORA_Sp.Categorization.Metadata
Myriophyllum aquaticum (Vell.) Verdc.,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,aquaticum,(Vell.) Verdc.,CA,ILORA_Sp.Categorization.Metadata
Narcissus pseudonarcissus L.,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,pseudonarcissus,L.,CA,ILORA_Sp.Categorization.Metadata
Narcissus tazetta L.,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,tazetta,L.,Nt,ILORA_Sp.Categorization.Metadata
Nasturtium officinale R.Br.,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,officinale,R.Br.,Nt,ILORA_Sp.Categorization.Metadata
Neomarica gracilis (Herb.) Sprague,Liliopsida,Asparagales,Iridaceae,Neomarica,gracilis,(Herb.) Sprague,CA,ILORA_Sp.Categorization.Metadata
Neptunia plena (L.) Benth.,Magnoliopsida,Fabales,Fabaceae,Neptunia,plena,(L.) Benth.,Nt,ILORA_Sp.Categorization.Metadata
Nerine undulata (L.) Herb.,Liliopsida,Asparagales,Amaryllidaceae,Nerine,undulata,(L.) Herb.,CA,ILORA_Sp.Categorization.Metadata
Nerium oleander L.,Magnoliopsida,Gentianales,Apocynaceae,Nerium,oleander,L.,N,ILORA_Sp.Categorization.Metadata
Nicandra physalodes (L.) Gaertn.,Magnoliopsida, Solanales,Solanaceae,Nicandra,physalodes,(L.) Gaertn.,In,ILORA_Sp.Categorization.Metadata
Nicotiana glauca Graham,Magnoliopsida, Solanales,Solanaceae,Nicotiana,glauca,Graham,Nt,ILORA_Sp.Categorization.Metadata
Nicotiana plumbaginifolia Viv.,Magnoliopsida, Solanales,Solanaceae,Nicotiana,plumbaginifolia,Viv.,In,ILORA_Sp.Categorization.Metadata
Nicotiana tabacum L.,Magnoliopsida, Solanales,Solanaceae,Nicotiana,tabacum,L.,CA,ILORA_Sp.Categorization.Metadata
Nierembergia linariifolia Graham,Magnoliopsida, Solanales,Solanaceae,Nierembergia,linariifolia,Graham,CA,ILORA_Sp.Categorization.Metadata
Noltea africana (L.) Rchb.f.,Magnoliopsida,Rosales,Rhamnaceae,Noltea,africana,(L.) Rchb.f.,CA,ILORA_Sp.Categorization.Metadata
Nopalea cochenillifera (L.) Salm-Dyck,Magnoliopsida,Caryophyllales,Cactaceae,Nopalea,cochenillifera,(L.) Salm-Dyck,CA,ILORA_Sp.Categorization.Metadata
Nothosaerva brachiata (L.) Wight,Magnoliopsida,Caryophyllales,Amaranthaceae,Nothosaerva,brachiata,(L.) Wight,N,ILORA_Sp.Categorization.Metadata
Nuphar japonica DC.,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,japonica,DC.,CG,ILORA_Sp.Categorization.Metadata
Nymphaea alba L.,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,alba,L.,N,ILORA_Sp.Categorization.Metadata
Nymphaea lotus L.,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,lotus,L.,CA,ILORA_Sp.Categorization.Metadata
Nymphaea mexicana Zucc.,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,mexicana,Zucc.,Nt,ILORA_Sp.Categorization.Metadata
Nymphaea nouchali Burm.f.,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,nouchali,Burm.f.,N,ILORA_Sp.Categorization.Metadata
Nymphaea odorata Aiton,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,odorata,Aiton,CA,ILORA_Sp.Categorization.Metadata
Nymphoides indica (L.) Kuntze,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,indica,(L.) Kuntze,N,ILORA_Sp.Categorization.Metadata
Ochna kirkii Oliv.,Magnoliopsida,Malpighiales,Ochnaceae,Ochna,kirkii,Oliv.,CA,ILORA_Sp.Categorization.Metadata
Ochna serrulata Walp.,Magnoliopsida,Malpighiales,Ochnaceae,Ochna,serrulata,Walp.,CA,ILORA_Sp.Categorization.Metadata
Ocimum americanum L.,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,americanum,L.,N,ILORA_Sp.Categorization.Metadata
Ocimum basilicum L.,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,basilicum,L.,N,ILORA_Sp.Categorization.Metadata
Ocimum gratissimum L.,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,gratissimum,L.,N,ILORA_Sp.Categorization.Metadata
Oenothera biennis L.,Magnoliopsida,Myrtales,Onagraceae,Oenothera,biennis,L.,Nt,ILORA_Sp.Categorization.Metadata
Oenothera drummondii Hook.,Magnoliopsida,Myrtales,Onagraceae,Oenothera,drummondii,Hook.,Nt,ILORA_Sp.Categorization.Metadata
Oenothera glazioviana Micheli,Magnoliopsida,Myrtales,Onagraceae,Oenothera,glazioviana,Micheli,Nt,ILORA_Sp.Categorization.Metadata
Oenothera laciniata Hill,Magnoliopsida,Myrtales,Onagraceae,Oenothera,laciniata,Hill,CA,ILORA_Sp.Categorization.Metadata
Oenothera odorata Jacq.,Magnoliopsida,Myrtales,Onagraceae,Oenothera,odorata,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Oenothera rosea L'Hér. ex Aiton,Magnoliopsida,Myrtales,Onagraceae,Oenothera,rosea,L'Hér. ex Aiton,Nt,ILORA_Sp.Categorization.Metadata
Oenothera stricta Ledeb. ex Link,Magnoliopsida,Myrtales,Onagraceae,Oenothera,stricta,Ledeb. ex Link,CA,ILORA_Sp.Categorization.Metadata
Oenothera tetraptera Cav.,Magnoliopsida,Myrtales,Onagraceae,Oenothera,tetraptera,Cav.,Nt,ILORA_Sp.Categorization.Metadata
Oldenlandia corymbosa L.,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,corymbosa,L.,CA,ILORA_Sp.Categorization.Metadata
Oldenlandia ovatifolia (Cav.) DC.,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,ovatifolia,(Cav.) DC.,N,ILORA_Sp.Categorization.Metadata
Oldenlandia tenelliflora (Blume) Kuntze,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,tenelliflora,(Blume) Kuntze,Nt,ILORA_Sp.Categorization.Metadata
Olea europaea L.,Magnoliopsida,Lamiales,Oleaceae,Olea,europaea,L.,Nt,ILORA_Sp.Categorization.Metadata
Onopordum acanthium L.,Magnoliopsida,Asterales,Asteraceae,Onopordum,acanthium,L.,N,ILORA_Sp.Categorization.Metadata
Ophiopogon jaburan (Siebold) Lodd.,Liliopsida,Asparagales,Asparagaceae,Ophiopogon,jaburan,(Siebold) Lodd.,CA,ILORA_Sp.Categorization.Metadata
Opilia amentacea Roxb.,Magnoliopsida,Santalales,Opiliaceae,Opilia,amentacea,Roxb.,N,ILORA_Sp.Categorization.Metadata
Opuntia cochenillifera DC.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,cochenillifera,DC.,Nt,ILORA_Sp.Categorization.Metadata
Opuntia dillenii (Ker Gawl.) Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,dillenii,(Ker Gawl.) Haw.,In,ILORA_Sp.Categorization.Metadata
Opuntia elatior Mill.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,elatior,Mill.,In,ILORA_Sp.Categorization.Metadata
Opuntia ficus-indica (L.) Mill.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,ficus-indica,(L.) Mill.,Nt,ILORA_Sp.Categorization.Metadata
Opuntia monacantha (Willd.) Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,monacantha,(Willd.) Haw.,Nt,ILORA_Sp.Categorization.Metadata
Opuntia stricta (Haw.) Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,stricta,(Haw.) Haw.,Nt,ILORA_Sp.Categorization.Metadata
Origanum majorana L.,Magnoliopsida,Lamiales,Lamiaceae,Origanum,majorana,L.,CA,ILORA_Sp.Categorization.Metadata
Origanum vulgare L.,Magnoliopsida,Lamiales,Lamiaceae,Origanum,vulgare,L.,N,ILORA_Sp.Categorization.Metadata
Ornithogalum arabicum L.,Liliopsida,Asparagales,Asparagaceae,Ornithogalum,arabicum,L.,CA,ILORA_Sp.Categorization.Metadata
Ornithogalum conicum Jacq.,Liliopsida,Asparagales,Asparagaceae,Ornithogalum,conicum,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Orobanche crenata Forssk.,Magnoliopsida,Lamiales,Orobanchaceae,Orobanche,crenata,Forssk.,CA,ILORA_Sp.Categorization.Metadata
Oryza barthii A.Chev.,Liliopsida,Poales,Poaceae,Oryza,barthii,A.Chev.,CA,ILORA_Sp.Categorization.Metadata
Oryza latifolia Desv.,Liliopsida,Poales,Poaceae,Oryza,latifolia,Desv.,CA,ILORA_Sp.Categorization.Metadata
Oryza punctata Kotschy ex Steud.,Liliopsida,Poales,Poaceae,Oryza,punctata,Kotschy ex Steud.,CA,ILORA_Sp.Categorization.Metadata
Osmoxylon lineare (Merr.) Philipson,Magnoliopsida,Apiales,Araliaceae,Osmoxylon,lineare,(Merr.) Philipson,CA,ILORA_Sp.Categorization.Metadata
Osteospermum ecklonis (DC.) Norl.,Magnoliopsida,Asterales,Asteraceae,Osteospermum,ecklonis,(DC.) Norl.,CA,ILORA_Sp.Categorization.Metadata
Ottelia alismoides (L.) Pers.,Liliopsida,Alismatales,Hydrocharitaceae,Ottelia,alismoides,(L.) Pers.,N,ILORA_Sp.Categorization.Metadata
Oxalis corniculata L.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,corniculata,L.,In,ILORA_Sp.Categorization.Metadata
Oxalis debilis Kunth,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,debilis,Kunth,In,ILORA_Sp.Categorization.Metadata
Oxalis dehradunensis Raizada,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,dehradunensis,Raizada,CA,ILORA_Sp.Categorization.Metadata
Oxalis deppei Lodd. ex Sweet,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,deppei,Lodd. ex Sweet,Nt,ILORA_Sp.Categorization.Metadata
Oxalis latifolia Kunth,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,latifolia,Kunth,In,ILORA_Sp.Categorization.Metadata
Oxalis pes-caprae L.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,pes-caprae,L.,In,ILORA_Sp.Categorization.Metadata
Oxalis purpurea L.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,purpurea,L.,CA,ILORA_Sp.Categorization.Metadata
Oxalis rosea Jacq.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,rosea,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Oxalis spiralis Ruiz & Pav. ex G.Don,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,spiralis,Ruiz & Pav. ex G.Don,In,ILORA_Sp.Categorization.Metadata
Oxalis tetraphylla Cav.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,tetraphylla,Cav.,Nt,ILORA_Sp.Categorization.Metadata
Oxalis triangularis A.St.-Hil.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,triangularis,A.St.-Hil.,CA,ILORA_Sp.Categorization.Metadata
Oxalis variabilis Jacq.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,variabilis,Jacq.,CG,ILORA_Sp.Categorization.Metadata
Oxalis violacea L.,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,violacea,L.,CA,ILORA_Sp.Categorization.Metadata
Oxygonum sinuatum (Hochst. & Steud ex Meisn.) Dammer,Magnoliopsida,Caryophyllales,Polygonaceae,Oxygonum,sinuatum,(Hochst. & Steud ex Meisn.) Dammer,In,ILORA_Sp.Categorization.Metadata
Pachira aquatica Aubl.,Magnoliopsida,Malvales,Malvaceae,Pachira,aquatica,Aubl.,CA,ILORA_Sp.Categorization.Metadata
Pachyrhizus erosus (L.) Urb.,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,erosus,(L.) Urb.,CA,ILORA_Sp.Categorization.Metadata
Pachystachys lutea Nees,Magnoliopsida,Lamiales,Acanthaceae,Pachystachys,lutea,Nees,CA,ILORA_Sp.Categorization.Metadata
Pandorea jasminoides (Lindl.) K.Schum.,Magnoliopsida,Lamiales,Bignoniaceae,Pandorea,jasminoides,(Lindl.) K.Schum.,CA,ILORA_Sp.Categorization.Metadata
